"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/23/2003","42","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","30",".",".","42","."
"01/24/2003","34","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","28",".",".","34","."
"01/25/2003","24","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".",".","24","."
"01/26/2003","24","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".",".","24","."
"01/27/2003","52","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","26",".","17","52","."
"01/28/2003","45","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","26",".",".","45","."
"01/29/2003","25","CO","","41-051-0087","AQS","25",".",".","20","."
"01/30/2003","33","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","26",".",".","33","."
"01/31/2003","32","CO","","41-051-0243","AQS","32",".",".","12","."
"02/01/2003","21","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","18",".",".","21","."
"02/02/2003","61","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","28",".","13","61","."
"02/03/2003","36","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","30",".",".","36","."
"02/04/2003","51","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","45",".",".","51","."
"02/05/2003","60","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","44",".",".","60","."
"02/06/2003","22","CO","","41-051-0243","AQS","22",".",".","21","."
"02/07/2003","56","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","27",".",".","56","."
"02/08/2003","69","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","25",".","25","69","."
"02/09/2003","78","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","36",".",".","78","."
"02/10/2003","39","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","24",".",".","39","."
"02/11/2003","58","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","23",".",".","58","."
"02/12/2003","53","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","33",".",".","53","."
"02/13/2003","58","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","24",".",".","58","."
"02/14/2003","66","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","28",".","19","66","."
"02/15/2003","37","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","34",".",".","37","."
"02/16/2003","18","CO","","41-051-0087","AQS","18",".",".","14","."
"02/17/2003","40","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","18",".",".","40","."
"02/18/2003","26","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","23",".",".","26","."
"02/19/2003","30","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","23",".",".","30","."
"02/20/2003","19","CO","","41-051-0087","AQS","19",".","8","15","."
"02/21/2003","17","CO","","41-051-0087","AQS","17",".",".","13","."
"02/22/2003","25","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17",".",".","25","."
"02/23/2003","34","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","22",".",".","34","."
"02/24/2003","20","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","11",".",".","20","."
"02/25/2003","43","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","23",".",".","43","."
"02/26/2003","80","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","28",".","28","80","."
"02/27/2003","61","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","41",".",".","61","."
"02/28/2003","62","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","41",".",".","62","."
"03/01/2003","56","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","32",".",".","56","."
"03/02/2003","56","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","35",".",".","56","."
"03/03/2003","39","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","31",".",".","39","."
"03/04/2003","64","PM2.5","Beaverton - Highland Park","41-067-0111","AQS","26",".","22","64","."
"03/05/2003","23","CO","","41-051-0087","AQS","23",".",".","14","."
"03/06/2003","23","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16",".",".","23","."
"03/07/2003","32","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","24",".",".","32","."
"03/08/2003","32","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","22",".",".","32","."
"03/09/2003","20","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".",".","20","."
"03/10/2003","16","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".","12","16","."
"03/11/2003","17","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".",".","17","."
"03/12/2003","31","CO","","41-051-0087","AQS","31",".",".","20","."
"03/13/2003","26","CO","","41-051-0087","AQS","26",".",".","20","."
"03/14/2003","23","CO","","41-051-0087","AQS","23",".",".","18","."
"03/15/2003","27","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".",".","27","."
"03/16/2003","28","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","23",".","10","28","."
"03/17/2003","40","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","24",".",".","40","."
"03/18/2003","22","CO","","41-051-0087","AQS","22",".",".","20","."
"03/19/2003","41","PM2.5","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS","28",".",".","41","."
"03/20/2003","20","CO","","41-051-0087","AQS","20",".",".","19","."
"03/21/2003","14","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".",".","14","."
"03/22/2003","20","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".","5","20","."
"03/23/2003","25","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".",".","25","."
"03/24/2003","43","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","26",".",".","43","."
"03/25/2003","27","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","22",".",".","27","."
"03/26/2003","29","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19",".",".","29","."
"03/27/2003","34","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","27",".",".","34","."
"03/28/2003","55","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","39",".","19","55","."
"03/29/2003","48","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","45",".",".","48","."
"03/30/2003","43","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","41",".",".","43","."
"03/31/2003","21","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","16",".",".","21","."
"04/01/2003","20","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".",".","20","."
"04/02/2003","19","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".",".","19","."
"04/03/2003","24","CO","","41-051-0087","AQS","24",".","8","23","."
"04/04/2003","30","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".",".","30","."
"04/05/2003","21","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".",".","21","."
"04/06/2003","29","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".",".","29","."
"04/07/2003","34","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".",".","34","."
"04/08/2003","25","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17",".",".","25","."
"04/09/2003","25","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","20",".","9","25","."
"04/10/2003","34","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","23",".",".","34","."
"04/11/2003","25","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17",".",".","25","."
"04/12/2003","32","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".",".","32","."
"04/13/2003","19","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13",".",".","19","."
"04/14/2003","18","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14",".",".","18","."
"04/15/2003","25","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".","10","25","."
"04/16/2003","20","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".",".","20","."
"04/17/2003","29","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".",".","29","."
"04/18/2003","40","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".",".","40","."
"04/19/2003","52","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".",".","52","."
"04/20/2003","41","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".",".","41","."
"04/21/2003","31","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","16",".","20","31","."
"04/22/2003","45","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","22",".",".","45","."
"04/23/2003","30","CO","","41-051-0087","AQS","30",".",".","27","."
"04/24/2003","20","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","18",".",".","20","."
"04/25/2003","27","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20",".",".","27","."
"04/26/2003","20","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","17",".",".","20","."
"04/27/2003","35","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","19",".","17","35","."
"04/28/2003","30","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15",".",".","30","."
"04/29/2003","21","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","18",".",".","21","."
"04/30/2003","30","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","16",".",".","30","."
"05/01/2003","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","41",".","32","38"
"05/02/2003","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","41",".","36","30"
"05/03/2003","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","40","11","39","15"
"05/04/2003","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","39",".","18","11"
"05/05/2003","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","40",".","29","27"
"05/06/2003","44","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","11","44",".","32","36"
"05/07/2003","43","NO2","Portland - SE Lafayette","41-051-0080","AQS","17","34",".","32","43"
"05/08/2003","37","NO2","Portland - SE Lafayette","41-051-0080","AQS","14","31",".","35","37"
"05/09/2003","59","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","16","35","15","59","40"
"05/10/2003","48","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16","31",".","48","42"
"05/11/2003","46","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16","37",".","46","23"
"05/12/2003","43","PM2.5","Portland - SE Lafayette","41-051-0080","AQS","18","35",".","43","42"
"05/13/2003","47","NO2","Portland - SE Lafayette","41-051-0080","AQS","22","38",".","39","47"
"05/14/2003","44","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","16","44",".","37","38"
"05/15/2003","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","41","15","28","24"
"05/16/2003","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","18","41",".","28","38"
"05/17/2003","40","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","14","40",".","25","32"
"05/18/2003","44","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","15","44",".","30","25"
"05/19/2003","54","NO2","Portland - SE Lafayette","41-051-0080","AQS","16","44",".","28","54"
"05/20/2003","45","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15","40",".","45","41"
"05/21/2003","45","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","14","45","18","38","42"
"05/22/2003","42","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16","42",".","42","30"
"05/23/2003","48","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","25","48",".","42","38"
"05/24/2003","25","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","24","22",".","25","23"
"05/25/2003","39","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","10","39",".","20","18"
"05/26/2003","37","Ozone","W CENTER EDGE OF ASPHALT PARKING LOT ON W SIDE OF ST. JOHN'S CHURCH","41-005-2002","AQS","9","37",".","32","21"
"05/27/2003","44","NO2","Portland - SE Lafayette","41-051-0080","AQS","20","36","21","39","44"
"05/28/2003","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","35",".","31","27"
"05/29/2003","50","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","15","50",".","28","20"
"05/30/2003","45","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","18","28",".","45","25"
"05/31/2003","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","19","44",".","41","18"
"06/01/2003","41","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","18","41",".","36","17"
"06/02/2003","49","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","14","49","22","38","31"
"06/03/2003","61","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","15","61",".","48","25"
"06/04/2003","84","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","15","84",".","57","32"
"06/05/2003","100","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","20","100",".","55","35"
"06/06/2003","101","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","101",".","58","41"
"06/07/2003","101","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","101",".","59","24"
"06/08/2003","53","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","15","45","21","53","9"
"06/09/2003","45","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","18","40",".","45","23"
"06/10/2003","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","38",".","32","17"
"06/11/2003","43","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","43",".","27","18"
"06/12/2003","40","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","19","28",".","40","19"
"06/13/2003","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","31",".","18","16"
"06/14/2003","43","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","43","12","29","12"
"06/15/2003","45","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","10","45",".","30","16"
"06/16/2003","61","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","61",".","38","22"
"06/17/2003","84","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","17","84",".","46","25"
"06/18/2003","31","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","14","31",".","14","14"
"06/19/2003","28","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","28",".","18","20"
"06/20/2003","30","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","11","30","11","25","20"
"06/21/2003","28","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","10","28",".","21","15"
"06/22/2003","26","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","9","26",".","20","18"
"06/23/2003","30","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","11","30",".","21","19"
"06/24/2003","36","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","36","9","28","19"
"06/25/2003","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","44",".","34","16"
"06/26/2003","43","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","11","43","15","34","13"
"06/27/2003","43","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","43",".","25","13"
"06/28/2003","87","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","87",".","44","21"
"06/29/2003","51","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","51","17","45","22"
"06/30/2003","27","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","9","27",".","15","10"
"07/01/2003","34","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","10","34",".","19","11"
"07/02/2003","35","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","10","35","8","21","15"
"07/03/2003","42","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","42",".","27","12"
"07/04/2003","43","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","43",".","29","8"
"07/05/2003","24","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","24","7","23","15"
"07/06/2003","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","38",".","28","10"
"07/07/2003","34","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","34",".","33","9"
"07/08/2003","26","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","26","11","24","18"
"07/09/2003","48","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","20","48",".","33","40"
"07/10/2003","74","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","20","74",".","49","33"
"07/11/2003","41","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","41",".","34","16"
"07/12/2003","26","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","10","26",".","20","14"
"07/13/2003","27","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","9","27",".","25","11"
"07/14/2003","36","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","36","12","29","16"
"07/15/2003","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","32",".","25","12"
"07/16/2003","38","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","38",".","24","14"
"07/17/2003","43","Ozone","SAUVIE ISLAND-SIS","41-009-0004","AQS","14","43",".","27","16"
"07/18/2003","80","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","80",".","40","24"
"07/19/2003","61","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","61",".","28","17"
"07/20/2003","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","40","9","29","16"
"07/21/2003","84","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","84",".","30","10"
"07/22/2003","46","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","46",".","32","9"
"07/23/2003","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","9","37",".","33","9"
"07/24/2003","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","31",".","30","9"
"07/25/2003","40","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13","39",".","40","12"
"07/26/2003","38","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","10","37","14","38","10"
"07/27/2003","87","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","87",".","42","13"
"07/28/2003","115","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","18","115",".","51","24"
"07/29/2003","140","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","140",".","52","30"
"07/30/2003","105","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","105",".","41","28"
"07/31/2003","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","44",".","31","10"
"08/01/2003","33","PM2.5","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS","11","23","10","33","11"
"08/02/2003","26","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","15","23",".","26","19"
"08/03/2003","38","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","13","36",".","38","10"
"08/04/2003","54","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","54",".","51","17"
"08/05/2003","55","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","16","36",".","55","24"
"08/06/2003","51","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","18","43",".","51","19"
"08/07/2003","44","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","44","17","27","22"
"08/08/2003","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","16","37",".","35","17"
"08/09/2003","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","40",".","26","17"
"08/10/2003","37","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","11","37","11","28","16"
"08/11/2003","34","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","34",".","24","17"
"08/12/2003","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","37",".","24","20"
"08/13/2003","39","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","39","15","33","19"
"08/14/2003","87","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","24","87",".","42","42"
"08/15/2003","43","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","20","39",".","43","21"
"08/16/2003","31","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","31",".","27","21"
"08/17/2003","37","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","13","37",".","20","13"
"08/18/2003","35","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","35",".","19","13"
"08/19/2003","32","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","15","32","17","25","17"
"08/20/2003","39","PM2.5","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS","14","39",".","39","21"
"08/21/2003","84","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","20","84",".","51","30"
"08/22/2003","48","PM2.5","MULTORPOR-Ski Bowl, Mt. Hood Wilderness","41-005-0102","AQS","16","34",".","48","21"
"08/23/2003","42","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","10","42",".","32","18"
"08/24/2003","54","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","10","54",".","35","19"
"08/25/2003","49","Ozone","Portland - SE Lafayette","41-051-0080","AQS","18","49","19","41","26"
"08/26/2003","30","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","17","30",".","22","15"
"08/27/2003","35","Ozone","VANCOUVER - BLAIRMONT DR","53-011-0011","AQS","14","35",".","27","21"
"08/28/2003","40","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","40",".","33","19"
"08/29/2003","48","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","14","48",".","43","22"
"08/30/2003","74","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","13","74",".","42","15"
"08/31/2003","37","Ozone","CARUS TRAILER/SPANGLER RD","41-005-0004","AQS","11","37","10","33","12"
