STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WSF2
USW00014745,"CONCORD ASOS, NH US",3/12/1992,0,0,0,,-1.1,-8.3,
USW00014745,"CONCORD ASOS, NH US",3/13/1992,0,8,0,,-2.2,-12.2,
USW00014745,"CONCORD ASOS, NH US",3/14/1992,0,0,0,,-1.7,-12.2,
USW00014745,"CONCORD ASOS, NH US",3/15/1992,0,0,0,,-3.9,-12.2,
USW00014745,"CONCORD ASOS, NH US",3/16/1992,0,0,0,,-0.6,-12.8,
USW00014745,"CONCORD ASOS, NH US",3/17/1992,0.5,10,0,,5,-12.8,
USW00014745,"CONCORD ASOS, NH US",3/18/1992,0,0,0,,2.2,-9.4,
USW00014745,"CONCORD ASOS, NH US",3/19/1992,0.3,46,0,,-0.6,-9.4,
USW00014745,"CONCORD ASOS, NH US",3/20/1992,0,0,0,,5,-13.9,
USW00014745,"CONCORD ASOS, NH US",3/21/1992,0,0,0,,3.9,-8.9,
USW00014745,"CONCORD ASOS, NH US",3/22/1992,0.5,20,0,,1.7,-10.6,
USW00014745,"CONCORD ASOS, NH US",3/23/1992,0,0,25,,1.7,-6.7,
USW00014745,"CONCORD ASOS, NH US",3/24/1992,0,0,0,,2.8,-10.6,
USW00014745,"CONCORD ASOS, NH US",3/25/1992,0,0,0,,7.8,-12.2,
USW00014745,"CONCORD ASOS, NH US",3/26/1992,2.3,0,0,,13.3,-1.1,
USW00014745,"CONCORD ASOS, NH US",3/27/1992,13,0,0,,9.4,5.6,
USW00014745,"CONCORD ASOS, NH US",3/28/1992,19.8,81,0,,6.7,0,
USW00014745,"CONCORD ASOS, NH US",3/29/1992,0,0,76,,7.2,-3.3,
USW00014745,"CONCORD ASOS, NH US",3/30/1992,0,0,0,,11.1,-6.1,
USW00014745,"CONCORD ASOS, NH US",3/31/1992,4.1,0,0,,5.6,-2.2,
USW00014745,"CONCORD ASOS, NH US",4/1/1992,0,0,0,,12.2,-2.2,
USW00014745,"CONCORD ASOS, NH US",4/2/1992,0,0,0,,8.9,-0.6,
USW00014745,"CONCORD ASOS, NH US",4/3/1992,0,0,0,,6.1,-1.7,
USW00014745,"CONCORD ASOS, NH US",4/4/1992,0,0,0,,8.3,-3.9,
USW00014745,"CONCORD ASOS, NH US",4/5/1992,0,0,0,,6.7,-4.4,
USW00014745,"CONCORD ASOS, NH US",4/6/1992,0,0,0,,11.7,2.2,
USW00014745,"CONCORD ASOS, NH US",4/7/1992,0,0,0,,15.6,0.6,
USW00014745,"CONCORD ASOS, NH US",4/8/1992,0,0,0,,13.9,-2.8,
USW00014745,"CONCORD ASOS, NH US",4/9/1992,0,0,0,,11.7,-5.6,
USW00014745,"CONCORD ASOS, NH US",4/10/1992,0,0,0,,17.2,5.6,
USW00014745,"CONCORD ASOS, NH US",4/11/1992,8.4,13,0,,5.6,-1.1,
USW00014745,"CONCORD ASOS, NH US",4/12/1992,0.8,0,0,,10,-1.7,
USW00014745,"CONCORD ASOS, NH US",4/13/1992,0,0,0,,4.4,-5.6,
USW00014745,"CONCORD ASOS, NH US",4/14/1992,0,0,0,,10.6,-9.4,
USW00014745,"CONCORD ASOS, NH US",4/15/1992,0,0,0,,10,-5.6,
USW00014745,"CONCORD ASOS, NH US",4/16/1992,9.1,89,0,,8.9,-7.2,
USW00014745,"CONCORD ASOS, NH US",4/17/1992,16,13,76,,1.7,0,
USW00014745,"CONCORD ASOS, NH US",4/18/1992,0.3,0,51,,5,0.6,
USW00014745,"CONCORD ASOS, NH US",4/19/1992,0,0,0,,11.1,1.7,
USW00014745,"CONCORD ASOS, NH US",4/20/1992,0,0,0,,20.6,4.4,
USW00014745,"CONCORD ASOS, NH US",4/21/1992,0,0,0,,27.2,11.7,
USW00014745,"CONCORD ASOS, NH US",4/22/1992,2.3,0,0,,18.9,13.3,
USW00014745,"CONCORD ASOS, NH US",4/23/1992,0,0,0,,21.7,5,
USW00014745,"CONCORD ASOS, NH US",4/24/1992,4.6,0,0,,8.3,3.3,
USW00014745,"CONCORD ASOS, NH US",4/25/1992,3,0,0,,6.1,2.2,
USW00014745,"CONCORD ASOS, NH US",4/26/1992,0.8,0,0,,10.6,1.1,
USW00014745,"CONCORD ASOS, NH US",4/27/1992,0,0,0,,15,-2.2,
USW00014745,"CONCORD ASOS, NH US",4/28/1992,0,0,0,,15.6,-3.3,
USW00014745,"CONCORD ASOS, NH US",4/29/1992,0,0,0,,17.2,-3.3,
USW00014745,"CONCORD ASOS, NH US",4/30/1992,0,0,0,,20.6,-2.2,
USW00014745,"CONCORD ASOS, NH US",5/1/1992,2.3,0,0,,18.9,7.8,
USW00014745,"CONCORD ASOS, NH US",5/2/1992,24.1,0,0,,18.9,7.8,
USW00014745,"CONCORD ASOS, NH US",5/3/1992,0,0,0,,20,7.2,
USW00014745,"CONCORD ASOS, NH US",5/4/1992,0,0,0,,13.9,3.9,
USW00014745,"CONCORD ASOS, NH US",5/5/1992,0,0,0,,8.9,-2.2,
USW00014745,"CONCORD ASOS, NH US",5/6/1992,0,0,0,,14.4,-2.8,
USW00014745,"CONCORD ASOS, NH US",5/7/1992,0,0,0,,16.1,-2.8,
USW00014745,"CONCORD ASOS, NH US",5/8/1992,0,0,0,,15,0,
USW00014745,"CONCORD ASOS, NH US",5/9/1992,1.8,0,0,,21.1,8.3,
USW00014745,"CONCORD ASOS, NH US",5/10/1992,0,0,0,,25.6,5.6,
USW00014745,"CONCORD ASOS, NH US",5/11/1992,0,0,0,,20.6,1.7,
USW00014745,"CONCORD ASOS, NH US",5/12/1992,0,0,0,,22.8,-1.1,
USW00014745,"CONCORD ASOS, NH US",5/13/1992,1.8,0,0,,22.8,12.8,
USW00014745,"CONCORD ASOS, NH US",5/14/1992,4.8,0,0,,20,11.7,
USW00014745,"CONCORD ASOS, NH US",5/15/1992,0,0,0,,20,9.4,
USW00014745,"CONCORD ASOS, NH US",5/16/1992,3.6,0,0,,18.3,7.2,
USW00014745,"CONCORD ASOS, NH US",5/17/1992,0,0,0,,24.4,2.8,
USW00014745,"CONCORD ASOS, NH US",5/18/1992,0,0,0,,22.8,3.3,
USW00014745,"CONCORD ASOS, NH US",5/19/1992,0,0,0,,22.8,-0.6,
USW00014745,"CONCORD ASOS, NH US",5/20/1992,0,0,0,,28.9,1.7,
USW00014745,"CONCORD ASOS, NH US",5/21/1992,0,0,0,,33.3,5,
USW00014745,"CONCORD ASOS, NH US",5/22/1992,0,0,0,,34.4,10,
USW00014745,"CONCORD ASOS, NH US",5/23/1992,0,0,0,,33.3,9.4,
USW00014745,"CONCORD ASOS, NH US",5/24/1992,8.4,0,0,,17.2,5.6,
USW00014745,"CONCORD ASOS, NH US",5/25/1992,0,0,0,,14.4,2.8,
USW00014745,"CONCORD ASOS, NH US",5/26/1992,0,0,0,,16.1,0,
USW00014745,"CONCORD ASOS, NH US",5/27/1992,0,0,0,,17.8,3.3,
USW00014745,"CONCORD ASOS, NH US",5/28/1992,2,0,0,,21.1,5,
USW00014745,"CONCORD ASOS, NH US",5/29/1992,0,0,0,,24.4,2.8,
USW00014745,"CONCORD ASOS, NH US",5/30/1992,0,0,0,,25,5,
USW00014745,"CONCORD ASOS, NH US",5/31/1992,11.9,0,0,,15.6,10,
USW00014745,"CONCORD ASOS, NH US",6/1/1992,36.1,0,0,,10.6,8.9,
USW00014745,"CONCORD ASOS, NH US",6/2/1992,0,0,0,,24.4,7.2,
USW00014745,"CONCORD ASOS, NH US",6/3/1992,0,0,0,,27.8,4.4,
USW00014745,"CONCORD ASOS, NH US",6/4/1992,0,0,0,,30,10,
USW00014745,"CONCORD ASOS, NH US",6/5/1992,1.3,0,0,,16.7,10,
USW00014745,"CONCORD ASOS, NH US",6/6/1992,21.8,0,0,,18.3,10.6,
USW00014745,"CONCORD ASOS, NH US",6/7/1992,0,0,0,,29.4,16.1,
USW00014745,"CONCORD ASOS, NH US",6/8/1992,5.1,0,0,,28.9,17.8,
USW00014745,"CONCORD ASOS, NH US",6/9/1992,0,0,0,,25.6,8.9,
USW00014745,"CONCORD ASOS, NH US",6/10/1992,0,0,0,,23.3,5.6,
USW00014745,"CONCORD ASOS, NH US",6/11/1992,0,0,0,,24.4,4.4,
USW00014745,"CONCORD ASOS, NH US",6/12/1992,0,0,0,,30,6.1,
USW00014745,"CONCORD ASOS, NH US",6/13/1992,0,0,0,,31.1,10.6,
USW00014745,"CONCORD ASOS, NH US",6/14/1992,0,0,0,,32.2,16.1,
USW00014745,"CONCORD ASOS, NH US",6/15/1992,0,0,0,,24.4,7.8,
USW00014745,"CONCORD ASOS, NH US",6/16/1992,0,0,0,,25.6,4.4,
USW00014745,"CONCORD ASOS, NH US",6/17/1992,0,0,0,,28.9,5.6,
USW00014745,"CONCORD ASOS, NH US",6/18/1992,0,0,0,,28.3,7.8,
USW00014745,"CONCORD ASOS, NH US",6/19/1992,0,0,0,,26.7,15,
USW00014745,"CONCORD ASOS, NH US",6/20/1992,6.6,0,0,,26.1,18.3,
USW00014745,"CONCORD ASOS, NH US",6/21/1992,0,0,0,,26.1,15.6,
USW00014745,"CONCORD ASOS, NH US",6/22/1992,0,0,0,,22.2,11.7,
USW00014745,"CONCORD ASOS, NH US",6/23/1992,0,0,0,,22.2,8.9,
USW00014745,"CONCORD ASOS, NH US",6/24/1992,11.4,0,0,,16.7,5.6,
USW00014745,"CONCORD ASOS, NH US",6/25/1992,1,0,0,,22.2,11.7,
USW00014745,"CONCORD ASOS, NH US",6/26/1992,0,0,0,,27.8,7.8,
USW00014745,"CONCORD ASOS, NH US",6/27/1992,0,0,0,,26.1,10.6,
USW00014745,"CONCORD ASOS, NH US",6/28/1992,0,0,0,,28.9,9.4,
USW00014745,"CONCORD ASOS, NH US",6/29/1992,0,0,0,,30,9.4,
USW00014745,"CONCORD ASOS, NH US",6/30/1992,0,0,0,,31.1,14.4,
USW00014745,"CONCORD ASOS, NH US",7/1/1992,0,0,0,,28.9,13.3,
USW00014745,"CONCORD ASOS, NH US",7/2/1992,0,0,0,,25.6,4.4,
USW00014745,"CONCORD ASOS, NH US",7/3/1992,3.6,0,0,,20,6.1,
USW00014745,"CONCORD ASOS, NH US",7/4/1992,10.9,0,0,,15,12.8,
USW00014745,"CONCORD ASOS, NH US",7/5/1992,0.8,0,0,,21.1,12.8,
USW00014745,"CONCORD ASOS, NH US",7/6/1992,2.3,0,0,,25.6,12.2,
USW00014745,"CONCORD ASOS, NH US",7/7/1992,0,0,0,,26.1,8.3,
USW00014745,"CONCORD ASOS, NH US",7/8/1992,0,0,0,,28.3,10,
USW00014745,"CONCORD ASOS, NH US",7/9/1992,15.7,0,0,,30,16.1,
USW00014745,"CONCORD ASOS, NH US",7/10/1992,0,0,0,,27.8,14.4,
USW00014745,"CONCORD ASOS, NH US",7/11/1992,0.3,0,0,,28.3,16.1,
USW00014745,"CONCORD ASOS, NH US",7/12/1992,0,0,0,,27.8,12.2,
USW00014745,"CONCORD ASOS, NH US",7/13/1992,2,0,0,,27.2,15.6,
USW00014745,"CONCORD ASOS, NH US",7/14/1992,6.4,0,0,,18.3,12.2,
USW00014745,"CONCORD ASOS, NH US",7/15/1992,16.5,0,0,,19.4,15,
USW00014745,"CONCORD ASOS, NH US",7/16/1992,0,0,0,,25.6,14.4,
USW00014745,"CONCORD ASOS, NH US",7/17/1992,0,0,0,,25.6,13.3,
USW00014745,"CONCORD ASOS, NH US",7/18/1992,1.5,0,0,,31.1,17.8,
USW00014745,"CONCORD ASOS, NH US",7/19/1992,11.7,0,0,,30,15,
USW00014745,"CONCORD ASOS, NH US",7/20/1992,0,0,0,,30.6,16.7,
USW00014745,"CONCORD ASOS, NH US",7/21/1992,0,0,0,,26.7,14.4,
USW00014745,"CONCORD ASOS, NH US",7/22/1992,0,0,0,,23.9,7.8,
USW00014745,"CONCORD ASOS, NH US",7/23/1992,5.1,0,0,,17.2,11.1,
USW00014745,"CONCORD ASOS, NH US",7/24/1992,0.3,0,0,,26.7,10,
USW00014745,"CONCORD ASOS, NH US",7/25/1992,0,0,0,,28.3,9.4,
USW00014745,"CONCORD ASOS, NH US",7/26/1992,0,0,0,,25.6,10.6,
USW00014745,"CONCORD ASOS, NH US",7/27/1992,0,0,0,,29.4,15.6,
USW00014745,"CONCORD ASOS, NH US",7/28/1992,0,0,0,,26.7,10.6,
USW00014745,"CONCORD ASOS, NH US",7/29/1992,0.5,0,0,,29.4,9.4,
USW00014745,"CONCORD ASOS, NH US",7/30/1992,0,0,0,,25.6,13.3,
USW00014745,"CONCORD ASOS, NH US",7/31/1992,11.4,0,0,,17.8,11.1,
USW00014745,"CONCORD ASOS, NH US",8/1/1992,0.3,0,0,,22.2,12.8,
USW00014745,"CONCORD ASOS, NH US",8/2/1992,0,0,0,,28.9,8.3,
USW00014745,"CONCORD ASOS, NH US",8/3/1992,0,0,0,,28.9,12.8,
USW00014745,"CONCORD ASOS, NH US",8/4/1992,8.9,0,0,,26.7,16.7,
USW00014745,"CONCORD ASOS, NH US",8/5/1992,0,0,0,,25.6,10.6,
USW00014745,"CONCORD ASOS, NH US",8/6/1992,0,0,0,,27.2,9.4,
USW00014745,"CONCORD ASOS, NH US",8/7/1992,0,0,0,,28.9,9.4,
USW00014745,"CONCORD ASOS, NH US",8/8/1992,0,0,0,,28.3,13.3,
USW00014745,"CONCORD ASOS, NH US",8/9/1992,17,0,0,,18.9,12.8,
USW00014745,"CONCORD ASOS, NH US",8/10/1992,0,0,0,,26.7,16.7,
USW00014745,"CONCORD ASOS, NH US",8/11/1992,0,0,0,,30,16.7,
USW00014745,"CONCORD ASOS, NH US",8/12/1992,0,0,0,,23.9,10.6,
USW00014745,"CONCORD ASOS, NH US",8/13/1992,0,0,0,,21.7,10,
USW00014745,"CONCORD ASOS, NH US",8/14/1992,0.8,0,0,,18.9,15,
USW00014745,"CONCORD ASOS, NH US",8/15/1992,0,0,0,,19.4,12.8,
USW00014745,"CONCORD ASOS, NH US",8/16/1992,1.5,0,0,,17.8,14.4,
USW00014745,"CONCORD ASOS, NH US",8/17/1992,5.1,0,0,,18.9,13.9,
USW00014745,"CONCORD ASOS, NH US",8/18/1992,17.3,0,0,,23.3,17.2,
USW00014745,"CONCORD ASOS, NH US",8/19/1992,0.8,0,0,,26.7,13.9,
USW00014745,"CONCORD ASOS, NH US",8/20/1992,0,0,0,,22.2,7.8,
USW00014745,"CONCORD ASOS, NH US",8/21/1992,0,0,0,,26.1,7.2,
USW00014745,"CONCORD ASOS, NH US",8/22/1992,0,0,0,,29.4,8.3,
USW00014745,"CONCORD ASOS, NH US",8/23/1992,0,0,0,,29.4,12.8,
USW00014745,"CONCORD ASOS, NH US",8/24/1992,0,0,0,,30.6,12.8,
USW00014745,"CONCORD ASOS, NH US",8/25/1992,0,0,0,,32.2,15,
USW00014745,"CONCORD ASOS, NH US",8/26/1992,0,0,0,,31.7,17.8,
USW00014745,"CONCORD ASOS, NH US",8/27/1992,0,0,0,,32.2,20,
USW00014745,"CONCORD ASOS, NH US",8/28/1992,0,0,0,,27.8,22.2,
USW00014745,"CONCORD ASOS, NH US",8/29/1992,2.5,0,0,,25,15,
USW00014745,"CONCORD ASOS, NH US",8/30/1992,0,0,0,,26.1,10,
USW00014745,"CONCORD ASOS, NH US",8/31/1992,0,0,0,,25.6,11.1,
USW00014745,"CONCORD ASOS, NH US",9/1/1992,0,0,0,,21.7,6.7,
USW00014745,"CONCORD ASOS, NH US",9/2/1992,0,0,0,,22.8,2.8,
USW00014745,"CONCORD ASOS, NH US",9/3/1992,20.1,0,0,,13.3,5,
USW00014745,"CONCORD ASOS, NH US",9/4/1992,0,0,0,,24.4,11.7,
USW00014745,"CONCORD ASOS, NH US",9/5/1992,0,0,0,,24.4,13.9,
USW00014745,"CONCORD ASOS, NH US",9/6/1992,0,0,0,,18.9,10.6,
USW00014745,"CONCORD ASOS, NH US",9/7/1992,0,0,0,,23.9,13.9,
USW00014745,"CONCORD ASOS, NH US",9/8/1992,0,0,0,,26.7,17.2,
USW00014745,"CONCORD ASOS, NH US",9/9/1992,0.3,0,0,,27.8,16.1,
USW00014745,"CONCORD ASOS, NH US",9/10/1992,10.9,0,0,,29.4,16.7,
USW00014745,"CONCORD ASOS, NH US",9/11/1992,0,0,0,,24.4,12.2,
USW00014745,"CONCORD ASOS, NH US",9/12/1992,0,0,0,,20,4.4,
USW00014745,"CONCORD ASOS, NH US",9/13/1992,0,0,0,,22.8,2.8,
USW00014745,"CONCORD ASOS, NH US",9/14/1992,0,0,0,,25.6,6.1,
USW00014745,"CONCORD ASOS, NH US",9/15/1992,0,0,0,,26.7,7.2,
USW00014745,"CONCORD ASOS, NH US",9/16/1992,0,0,0,,29.4,11.7,
USW00014745,"CONCORD ASOS, NH US",9/17/1992,0,0,0,,30,16.1,
USW00014745,"CONCORD ASOS, NH US",9/18/1992,0,0,0,,30.6,16.1,
USW00014745,"CONCORD ASOS, NH US",9/19/1992,6.1,0,0,,21.7,5.6,
USW00014745,"CONCORD ASOS, NH US",9/20/1992,0,0,0,,20.6,2.8,
USW00014745,"CONCORD ASOS, NH US",9/21/1992,0,0,0,,22.2,5,
USW00014745,"CONCORD ASOS, NH US",9/22/1992,18,0,0,,26.1,14.4,
USW00014745,"CONCORD ASOS, NH US",9/23/1992,1.3,0,0,,18.3,0.6,
USW00014745,"CONCORD ASOS, NH US",9/24/1992,0,0,0,,16.7,-2.2,
USW00014745,"CONCORD ASOS, NH US",9/25/1992,0,0,0,,17.8,-0.6,
USW00014745,"CONCORD ASOS, NH US",9/26/1992,6.1,0,0,,15.6,5,
USW00014745,"CONCORD ASOS, NH US",9/27/1992,0.3,0,0,,22.2,13.9,
USW00014745,"CONCORD ASOS, NH US",9/28/1992,0,0,0,,22.2,8.3,
USW00014745,"CONCORD ASOS, NH US",9/29/1992,0,0,0,,17.8,6.7,
USW00014745,"CONCORD ASOS, NH US",9/30/1992,0,0,0,,10.6,-3.3,
USW00014745,"CONCORD ASOS, NH US",10/1/1992,0,0,0,,9.4,-3.3,
USW00014745,"CONCORD ASOS, NH US",10/2/1992,0,0,0,,20.6,-4.4,
USW00014745,"CONCORD ASOS, NH US",10/3/1992,0,0,0,,24.4,8.9,
USW00014745,"CONCORD ASOS, NH US",10/4/1992,0,0,0,,15,0,
USW00014745,"CONCORD ASOS, NH US",10/5/1992,0,0,0,,12.8,-4.4,
USW00014745,"CONCORD ASOS, NH US",10/6/1992,0,0,0,,15,-5,
USW00014745,"CONCORD ASOS, NH US",10/7/1992,0,0,0,,22.2,-2.2,
USW00014745,"CONCORD ASOS, NH US",10/8/1992,0,0,0,,21.7,-1.7,
USW00014745,"CONCORD ASOS, NH US",10/9/1992,3.8,0,0,,17.8,2.8,
USW00014745,"CONCORD ASOS, NH US",10/10/1992,18.5,0,0,,22.2,8.3,
USW00014745,"CONCORD ASOS, NH US",10/11/1992,0.3,0,0,,16.1,6.1,
USW00014745,"CONCORD ASOS, NH US",10/12/1992,10.4,0,0,,18.9,4.4,
USW00014745,"CONCORD ASOS, NH US",10/13/1992,0,0,0,,14.4,1.1,
USW00014745,"CONCORD ASOS, NH US",10/14/1992,0,0,0,,12.8,-2.8,
USW00014745,"CONCORD ASOS, NH US",10/15/1992,2,0,0,,10.6,7.8,
USW00014745,"CONCORD ASOS, NH US",10/16/1992,3.8,0,0,,13.9,8.3,
USW00014745,"CONCORD ASOS, NH US",10/17/1992,0,0,0,,13.3,-2.2,
USW00014745,"CONCORD ASOS, NH US",10/18/1992,0,0,0,,11.7,-5.6,
USW00014745,"CONCORD ASOS, NH US",10/19/1992,1.5,0,0,,10,2.2,
USW00014745,"CONCORD ASOS, NH US",10/20/1992,0,0,0,,9.4,1.1,
USW00014745,"CONCORD ASOS, NH US",10/21/1992,0.3,0,0,,8.3,1.7,
USW00014745,"CONCORD ASOS, NH US",10/22/1992,0,0,0,,11.1,-3.3,
USW00014745,"CONCORD ASOS, NH US",10/23/1992,0,0,0,,17.2,-1.7,
USW00014745,"CONCORD ASOS, NH US",10/24/1992,14.7,0,0,,11.1,5.6,
USW00014745,"CONCORD ASOS, NH US",10/25/1992,1.8,0,0,,7.8,3.3,
USW00014745,"CONCORD ASOS, NH US",10/26/1992,0,0,0,,11.1,2.8,
USW00014745,"CONCORD ASOS, NH US",10/27/1992,0,0,0,,10.6,-0.6,
USW00014745,"CONCORD ASOS, NH US",10/28/1992,0,0,0,,12.8,-6.1,
USW00014745,"CONCORD ASOS, NH US",10/29/1992,3.8,0,0,,9.4,-2.8,
USW00014745,"CONCORD ASOS, NH US",10/30/1992,0.3,0,0,,11.7,2.2,
USW00014745,"CONCORD ASOS, NH US",10/31/1992,0,0,0,,5.6,-5,
USW00014745,"CONCORD ASOS, NH US",11/1/1992,0,0,0,,5.6,-6.7,
USW00014745,"CONCORD ASOS, NH US",11/2/1992,0.8,0,0,,5.6,-8.9,
USW00014745,"CONCORD ASOS, NH US",11/3/1992,20.6,0,0,,5.6,1.7,
USW00014745,"CONCORD ASOS, NH US",11/4/1992,1,0,0,,12.8,3.9,
USW00014745,"CONCORD ASOS, NH US",11/5/1992,6.6,0,0,,12.2,3.3,
USW00014745,"CONCORD ASOS, NH US",11/6/1992,0.3,0,0,,8.3,0.6,
USW00014745,"CONCORD ASOS, NH US",11/7/1992,0,0,0,,4.4,-6.7,
USW00014745,"CONCORD ASOS, NH US",11/8/1992,0,0,0,,2.8,-8.9,
USW00014745,"CONCORD ASOS, NH US",11/9/1992,0,0,0,,3.3,-11.7,
USW00014745,"CONCORD ASOS, NH US",11/10/1992,0,0,0,,5,-12.2,
USW00014745,"CONCORD ASOS, NH US",11/11/1992,3,0,0,,8.3,1.1,
USW00014745,"CONCORD ASOS, NH US",11/12/1992,1.3,0,0,,12.2,-0.6,
USW00014745,"CONCORD ASOS, NH US",11/13/1992,13.2,0,0,,15.6,-3.3,
USW00014745,"CONCORD ASOS, NH US",11/14/1992,0,0,0,,7.8,-6.1,
USW00014745,"CONCORD ASOS, NH US",11/15/1992,0,0,0,,5.6,-7.8,
USW00014745,"CONCORD ASOS, NH US",11/16/1992,0,0,0,,2.8,-6.7,
USW00014745,"CONCORD ASOS, NH US",11/17/1992,2.8,28,0,,0,-4.4,
USW00014745,"CONCORD ASOS, NH US",11/18/1992,0,0,25,,3.3,-6.7,
USW00014745,"CONCORD ASOS, NH US",11/19/1992,0,0,25,,3.3,-8.9,
USW00014745,"CONCORD ASOS, NH US",11/20/1992,0,0,0,,4.4,-12.2,
USW00014745,"CONCORD ASOS, NH US",11/21/1992,1.5,0,0,,13.3,-6.7,
USW00014745,"CONCORD ASOS, NH US",11/22/1992,3.8,0,0,,18.3,8.9,
USW00014745,"CONCORD ASOS, NH US",11/23/1992,16.5,0,0,,12.8,3.3,
USW00014745,"CONCORD ASOS, NH US",11/24/1992,0,0,0,,3.9,2.8,
USW00014745,"CONCORD ASOS, NH US",11/25/1992,6.1,0,0,,4.4,2.8,
USW00014745,"CONCORD ASOS, NH US",11/26/1992,12.4,0,0,,6.1,3.3,
USW00014745,"CONCORD ASOS, NH US",11/27/1992,0,0,0,,10.6,-2.8,
USW00014745,"CONCORD ASOS, NH US",11/28/1992,0,0,0,,9.4,-5.6,
USW00014745,"CONCORD ASOS, NH US",11/29/1992,0,0,0,,7.2,-6.7,
USW00014745,"CONCORD ASOS, NH US",11/30/1992,0,0,0,,7.8,-1.1,
USW00014745,"CONCORD ASOS, NH US",12/1/1992,0,0,0,,8.9,-3.9,
USW00014745,"CONCORD ASOS, NH US",12/2/1992,0,0,0,,7.2,-7.2,
USW00014745,"CONCORD ASOS, NH US",12/3/1992,0.5,0,0,,7.2,1.7,
USW00014745,"CONCORD ASOS, NH US",12/4/1992,0.8,13,0,,3.9,-2.8,
USW00014745,"CONCORD ASOS, NH US",12/5/1992,2.5,41,51,,-0.6,-7.8,
USW00014745,"CONCORD ASOS, NH US",12/6/1992,0,0,25,,0.6,-8.9,
USW00014745,"CONCORD ASOS, NH US",12/7/1992,0.3,8,25,,3.9,-5,
USW00014745,"CONCORD ASOS, NH US",12/8/1992,0,0,25,,-5,-10.6,
USW00014745,"CONCORD ASOS, NH US",12/9/1992,0,0,0,,-3.3,-14.4,
USW00014745,"CONCORD ASOS, NH US",12/10/1992,0,0,0,,-2.8,-17.2,
USW00014745,"CONCORD ASOS, NH US",12/11/1992,9.4,122,0,,2.2,-2.8,
USW00014745,"CONCORD ASOS, NH US",12/12/1992,4.8,74,127,,1.1,-2.8,
USW00014745,"CONCORD ASOS, NH US",12/13/1992,0.3,5,203,,4.4,-5,
USW00014745,"CONCORD ASOS, NH US",12/14/1992,0,0,178,,3.9,-12.8,
USW00014745,"CONCORD ASOS, NH US",12/15/1992,0,0,152,,3.9,-13.3,
USW00014745,"CONCORD ASOS, NH US",12/16/1992,0,0,152,,4.4,-8.9,
USW00014745,"CONCORD ASOS, NH US",12/17/1992,17.8,0,127,,3.9,-2.8,
USW00014745,"CONCORD ASOS, NH US",12/18/1992,0,0,127,,4.4,-8.3,
USW00014745,"CONCORD ASOS, NH US",12/19/1992,0,0,102,,2.8,-8.9,
USW00014745,"CONCORD ASOS, NH US",12/20/1992,0.8,0,102,,7.8,-1.1,
USW00014745,"CONCORD ASOS, NH US",12/21/1992,0,0,76,,-0.6,-9.4,
USW00014745,"CONCORD ASOS, NH US",12/22/1992,0,0,76,,5.6,-6.7,
USW00014745,"CONCORD ASOS, NH US",12/23/1992,0,0,76,,0,-8.9,
USW00014745,"CONCORD ASOS, NH US",12/24/1992,0,3,76,,-1.7,-16.1,
USW00014745,"CONCORD ASOS, NH US",12/25/1992,1,13,76,,-0.6,-17.8,
USW00014745,"CONCORD ASOS, NH US",12/26/1992,0,0,76,,-1.1,-10.6,
USW00014745,"CONCORD ASOS, NH US",12/27/1992,0,0,76,,-7.8,-18.9,
USW00014745,"CONCORD ASOS, NH US",12/28/1992,0.3,0,76,,-2.8,-14.4,
USW00014745,"CONCORD ASOS, NH US",12/29/1992,5.6,0,76,,2.8,-2.8,
USW00014745,"CONCORD ASOS, NH US",12/30/1992,6.6,0,51,,2.2,0,
USW00014745,"CONCORD ASOS, NH US",12/31/1992,6.1,0,0,,1.1,0,
USW00014745,"CONCORD ASOS, NH US",1/1/1993,0,0,0,,4.4,-10,
USW00014745,"CONCORD ASOS, NH US",1/2/1993,0,0,0,,-5.6,-14.4,
USW00014745,"CONCORD ASOS, NH US",1/3/1993,0.5,0,0,,-0.6,-16.7,
USW00014745,"CONCORD ASOS, NH US",1/4/1993,0,0,0,,13.3,-0.6,
USW00014745,"CONCORD ASOS, NH US",1/5/1993,6.4,0,0,,15,-1.1,
USW00014745,"CONCORD ASOS, NH US",1/6/1993,0,0,0,,2.2,-6.1,
USW00014745,"CONCORD ASOS, NH US",1/7/1993,0,0,0,,4.4,-6.7,
USW00014745,"CONCORD ASOS, NH US",1/8/1993,0,0,0,,2.8,-4.4,
USW00014745,"CONCORD ASOS, NH US",1/9/1993,0,0,0,,-3.9,-11.1,
USW00014745,"CONCORD ASOS, NH US",1/10/1993,0,0,0,,-7.8,-14.4,
USW00014745,"CONCORD ASOS, NH US",1/11/1993,1.3,28,25,,-4.4,-10,
USW00014745,"CONCORD ASOS, NH US",1/12/1993,0,0,25,,-1.1,-4.4,
USW00014745,"CONCORD ASOS, NH US",1/13/1993,8.1,191,25,,-1.7,-7.8,
USW00014745,"CONCORD ASOS, NH US",1/14/1993,1.3,48,203,,-4.4,-8.9,
USW00014745,"CONCORD ASOS, NH US",1/15/1993,0.8,36,203,,-3.3,-10.6,
USW00014745,"CONCORD ASOS, NH US",1/16/1993,0,0,203,,0,-17.8,
USW00014745,"CONCORD ASOS, NH US",1/17/1993,0,0,178,,0.6,-5,
