State,Station_ID,Startyear,Endyear,gif_private,png_private,Map.png,GSOM_1975.png,GSOM_1975_anomaly.png,Records.png,panel4.png,GSOM_dnorm.png,KISS.png,GSOM_estPDF.png,panel4.gif,GSOM_dnorm.gif
"Nebraska","DAVID CITY 4 E, NE US (ID: GHCND:USC00252205)",1889,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Nebraska_USC00252205_MAP.png","Nebraska_USC00252205_GSOM_1975.png","Nebraska_USC00252205_GSOM_anomaly_1975.png","Nebraska_USC00252205_CHCND_Temp_Records.png","Nebraska_USC00252205_4panel.png","Nebraska_USC00252205_GSOM_dnorm.png","Nebraska_USC00252205_KISS.png","Nebraska_USC00252205_GSOM_estPDF.png","Nebraska_USC00252205_4panel.gif","Nebraska_USC00252205_GSOM_dnorm.gif"
"Nevada","WINNEMUCCA AIRPORT, NV US (ID: GHCND:USW00024128)",1877,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Nevada_USW00024128_MAP.png","Nevada_USW00024128_GSOM_1975.png","Nevada_USW00024128_GSOM_anomaly_1975.png","Nevada_USW00024128_CHCND_Temp_Records.png","Nevada_USW00024128_4panel.png","Nevada_USW00024128_GSOM_dnorm.png","Nevada_USW00024128_KISS.png","Nevada_USW00024128_GSOM_estPDF.png","Nevada_USW00024128_4panel.gif","Nevada_USW00024128_GSOM_dnorm.gif"
"New Hampshire","HANOVER, NH US (ID: GHCND:USC00273850)",1884,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","New_Hampshire_USC00273850_MAP.png","New_Hampshire_USC00273850_GSOM_1975.png","New_Hampshire_USC00273850_GSOM_anomaly_1975.png","New_Hampshire_USC00273850_CHCND_Temp_Records.png","New_Hampshire_USC00273850_4panel.png","New_Hampshire_USC00273850_GSOM_dnorm.png","New_Hampshire_USC00273850_KISS.png","New_Hampshire_USC00273850_GSOM_estPDF.png","New_Hampshire_USC00273850_4panel.gif","New_Hampshire_USC00273850_GSOM_dnorm.gif"
"New Jersey","ATLANTIC CITY MARINA, NJ US (ID: GHCND:USW00013724)",1874,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","New_Jersey_USW00013724_MAP.png","New_Jersey_USW00013724_GSOM_1975.png","New_Jersey_USW00013724_GSOM_anomaly_1975.png","New_Jersey_USW00013724_CHCND_Temp_Records.png","New_Jersey_USW00013724_4panel.png","New_Jersey_USW00013724_GSOM_dnorm.png","New_Jersey_USW00013724_KISS.png","New_Jersey_USW00013724_GSOM_estPDF.png","New_Jersey_USW00013724_4panel.gif","New_Jersey_USW00013724_GSOM_dnorm.gif"
"New Mexico","CIMARRON 4 SW, NM US (ID: GHCND:USC00291813)",1904,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","New_Mexico_USC00291813_MAP.png","New_Mexico_USC00291813_GSOM_1975.png","New_Mexico_USC00291813_GSOM_anomaly_1975.png","New_Mexico_USC00291813_CHCND_Temp_Records.png","New_Mexico_USC00291813_4panel.png","New_Mexico_USC00291813_GSOM_dnorm.png","New_Mexico_USC00291813_KISS.png","New_Mexico_USC00291813_GSOM_estPDF.png","New_Mexico_USC00291813_4panel.gif","New_Mexico_USC00291813_GSOM_dnorm.gif"
"New York","NY CITY CENTRAL PARK, NY US (ID: GHCND:USW00094728)",1869,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","New_York_USW00094728_MAP.png","New_York_USW00094728_GSOM_1975.png","New_York_USW00094728_GSOM_anomaly_1975.png","New_York_USW00094728_CHCND_Temp_Records.png","New_York_USW00094728_4panel.png","New_York_USW00094728_GSOM_dnorm.png","New_York_USW00094728_KISS.png","New_York_USW00094728_GSOM_estPDF.png","New_York_USW00094728_4panel.gif","New_York_USW00094728_GSOM_dnorm.gif"
"North Carolina","ASHEVILLE, NC US (ID: GHCND:USW00013872)",1876,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","North_Carolina_USW00013872_MAP.png","North_Carolina_USW00013872_GSOM_1975.png","North_Carolina_USW00013872_GSOM_anomaly_1975.png","North_Carolina_USW00013872_CHCND_Temp_Records.png","North_Carolina_USW00013872_4panel.png","North_Carolina_USW00013872_GSOM_dnorm.png","North_Carolina_USW00013872_KISS.png","North_Carolina_USW00013872_GSOM_estPDF.png","North_Carolina_USW00013872_4panel.gif","North_Carolina_USW00013872_GSOM_dnorm.gif"
"North Dakota","WILLOW CITY, ND US (ID: GHCND:USC00329445)",1893,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","North_Dakota_USC00329445_MAP.png","North_Dakota_USC00329445_GSOM_1975.png","North_Dakota_USC00329445_GSOM_anomaly_1975.png","North_Dakota_USC00329445_CHCND_Temp_Records.png","North_Dakota_USC00329445_4panel.png","North_Dakota_USC00329445_GSOM_dnorm.png","North_Dakota_USC00329445_KISS.png","North_Dakota_USC00329445_GSOM_estPDF.png","North_Dakota_USC00329445_4panel.gif","North_Dakota_USC00329445_GSOM_dnorm.gif"
"Ohio","WARREN 3 S, OH US (ID: GHCND:USC00338769)",1893,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Ohio_USC00338769_MAP.png","Ohio_USC00338769_GSOM_1975.png","Ohio_USC00338769_GSOM_anomaly_1975.png","Ohio_USC00338769_CHCND_Temp_Records.png","Ohio_USC00338769_4panel.png","Ohio_USC00338769_GSOM_dnorm.png","Ohio_USC00338769_KISS.png","Ohio_USC00338769_GSOM_estPDF.png","Ohio_USC00338769_4panel.gif","Ohio_USC00338769_GSOM_dnorm.gif"
"Oklahoma","STILLWATER 2 W, OK US (ID: GHCND:USC00348501)",1893,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Oklahoma_USC00348501_MAP.png","Oklahoma_USC00348501_GSOM_1975.png","Oklahoma_USC00348501_GSOM_anomaly_1975.png","Oklahoma_USC00348501_CHCND_Temp_Records.png","Oklahoma_USC00348501_4panel.png","Oklahoma_USC00348501_GSOM_dnorm.png","Oklahoma_USC00348501_KISS.png","Oklahoma_USC00348501_GSOM_estPDF.png","Oklahoma_USC00348501_4panel.gif","Oklahoma_USC00348501_GSOM_dnorm.gif"
"Oklahoma","KINGFISHER, OK US (ID: GHCND:USC00344861)",1897,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Oklahoma_USC00344861_MAP.png","Oklahoma_USC00344861_GSOM_1975.png","Oklahoma_USC00344861_GSOM_anomaly_1975.png","Oklahoma_USC00344861_CHCND_Temp_Records.png","Oklahoma_USC00344861_4panel.png","Oklahoma_USC00344861_GSOM_dnorm.png","Oklahoma_USC00344861_KISS.png","Oklahoma_USC00344861_GSOM_estPDF.png","Oklahoma_USC00344861_4panel.gif","Oklahoma_USC00344861_GSOM_dnorm.gif"
"Oklahoma","NEWKIRK 5 NE, OK US (ID: GHCND:USC00346278)",1898,2022,"/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/Climate_gifs/","/home/CAMPUS/mwl04747/github/Climate_Change_Narratives/Social_Media/State_htmls/png/","Oklahoma_USC00346278_MAP.png","Oklahoma_USC00346278_GSOM_1975.png","Oklahoma_USC00346278_GSOM_anomaly_1975.png","Oklahoma_USC00346278_CHCND_Temp_Records.png","Oklahoma_USC00346278_4panel.png","Oklahoma_USC00346278_GSOM_dnorm.png","Oklahoma_USC00346278_KISS.png","Oklahoma_USC00346278_GSOM_estPDF.png","Oklahoma_USC00346278_4panel.gif","Oklahoma_USC00346278_GSOM_dnorm.gif"
