Identification,Latitude,Longitude,Time of Observation,Sea Surface Temperature
ATGM1,44.4,291.8,2015-04-13T14:36:00,2.4
ATGM1,44.4,291.8,2015-04-13T14:48:00,2.4
ATGM1,44.4,291.8,2015-04-13T14:54:00,2.4
ATGM1,44.4,291.8,2015-04-13T15:00:00,2.4
ATGM1,44.4,291.8,2015-04-13T15:06:00,2.4
ATGM1,44.4,291.8,2015-04-13T15:12:00,2.4
ATGM1,44.4,291.8,2015-04-13T15:18:00, 
ATGM1,44.4,291.8,2015-04-13T15:24:00,2.5
ATGM1,44.4,291.8,2015-04-13T15:30:00,2.5
ATGM1,44.4,291.8,2015-04-13T15:36:00,2.5
ATGM1,44.4,291.8,2015-04-13T15:42:00,2.5
ATGM1,44.4,291.8,2015-04-13T15:48:00,2.5
ATGM1,44.4,291.8,2015-04-13T15:54:00,2.5
ATGM1,44.4,291.8,2015-04-13T16:00:00,2.6
ATGM1,44.4,291.8,2015-04-13T16:06:00,2.6
ATGM1,44.4,291.8,2015-04-13T16:12:00,2.7
ATGM1,44.4,291.8,2015-04-13T16:18:00,2.6
ATGM1,44.4,291.8,2015-04-13T16:24:00,2.6
ATGM1,44.4,291.8,2015-04-13T16:30:00,2.6
ATGM1,44.4,291.8,2015-04-13T16:36:00,2.6
ATGM1,44.4,291.8,2015-04-13T16:42:00,2.7
ATGM1,44.4,291.8,2015-04-13T16:48:00,2.7
ATGM1,44.4,291.8,2015-04-13T16:54:00,2.7
ATGM1,44.4,291.8,2015-04-13T17:00:00,2.7
ATGM1,44.4,291.8,2015-04-13T17:06:00,2.8
ATGM1,44.4,291.8,2015-04-13T17:12:00,2.7
ATGM1,44.4,291.8,2015-04-13T17:18:00,2.7
ATGM1,44.4,291.8,2015-04-13T17:24:00,2.7
ATGM1,44.4,291.8,2015-04-13T17:30:00,2.6
ATGM1,44.4,291.8,2015-04-13T17:36:00,2.7
ATGM1,44.4,291.8,2015-04-13T17:42:00,2.7
ATGM1,44.4,291.8,2015-04-13T17:48:00,2.7
ATGM1,44.4,291.8,2015-04-13T17:54:00,2.6
ATGM1,44.4,291.8,2015-04-13T18:00:00,2.6
ATGM1,44.4,291.8,2015-04-13T18:06:00,2.6
ATGM1,44.4,291.8,2015-04-13T18:18:00,2.6
ATGM1,44.4,291.8,2015-04-13T18:24:00,2.6
ATGM1,44.4,291.8,2015-04-13T18:30:00,2.6
ATGM1,44.4,291.8,2015-04-13T18:36:00,2.5
ATGM1,44.4,291.8,2015-04-13T18:42:00,2.5
ATGM1,44.4,291.8,2015-04-13T18:48:00,2.5
ATGM1,44.4,291.8,2015-04-13T18:54:00,2.7
ATGM1,44.4,291.8,2015-04-13T19:00:00,2.6
ATGM1,44.4,291.8,2015-04-13T19:06:00,2.6
ATGM1,44.4,291.8,2015-04-13T19:12:00,2.5
ATGM1,44.4,291.8,2015-04-13T19:18:00,2.5
ATGM1,44.4,291.8,2015-04-13T19:24:00,2.5
ATGM1,44.4,291.8,2015-04-13T19:30:00, 
ATGM1,44.4,291.8,2015-04-13T19:36:00,2.5
ATGM1,44.4,291.8,2015-04-13T19:42:00,2.5
ATGM1,44.4,291.8,2015-04-13T19:48:00,2.5
ATGM1,44.4,291.8,2015-04-13T19:54:00,2.5
ATGM1,44.4,291.8,2015-04-13T20:00:00,2.5
ATGM1,44.4,291.8,2015-04-13T20:06:00,2.5
ATGM1,44.4,291.8,2015-04-13T20:12:00,2.5
ATGM1,44.4,291.8,2015-04-13T20:18:00,2.4
ATGM1,44.4,291.8,2015-04-13T20:24:00,2.4
ATGM1,44.4,291.8,2015-04-13T20:30:00,2.4
ATGM1,44.4,291.8,2015-04-13T20:36:00,2.4
ATGM1,44.4,291.8,2015-04-13T20:42:00,2.4
ATGM1,44.4,291.8,2015-04-13T20:48:00,2.4
ATGM1,44.4,291.8,2015-04-13T20:54:00,2.4
ATGM1,44.4,291.8,2015-04-13T21:00:00,2.4
ATGM1,44.4,291.8,2015-04-13T21:06:00,2.4
ATGM1,44.4,291.8,2015-04-13T21:12:00,2.3
ATGM1,44.4,291.8,2015-04-13T21:18:00,2.3
ATGM1,44.4,291.8,2015-04-13T21:24:00,2.3
ATGM1,44.4,291.8,2015-04-13T21:30:00,2.3
ATGM1,44.4,291.8,2015-04-13T21:36:00,2.3
ATGM1,44.4,291.8,2015-04-13T21:42:00,2.4
ATGM1,44.4,291.8,2015-04-13T21:48:00, 
ATGM1,44.4,291.8,2015-04-13T21:54:00,2.4
ATGM1,44.4,291.8,2015-04-13T22:00:00,2.3
ATGM1,44.4,291.8,2015-04-13T22:06:00,2.3
ATGM1,44.4,291.8,2015-04-13T22:12:00,2.4
ATGM1,44.4,291.8,2015-04-13T22:18:00,2.6
ATGM1,44.4,291.8,2015-04-13T22:24:00,2.7
ATGM1,44.4,291.8,2015-04-13T22:30:00,2.5
ATGM1,44.4,291.8,2015-04-13T22:36:00,2.2
ATGM1,44.4,291.8,2015-04-13T22:42:00,2.1
ATGM1,44.4,291.8,2015-04-13T22:48:00,2.1
ATGM1,44.4,291.8,2015-04-13T22:54:00,2.2
ATGM1,44.4,291.8,2015-04-13T23:00:00,2.1
ATGM1,44.4,291.8,2015-04-13T23:06:00,2.3
ATGM1,44.4,291.8,2015-04-13T23:12:00,2.3
ATGM1,44.4,291.8,2015-04-13T23:18:00,2.5
ATGM1,44.4,291.8,2015-04-13T23:24:00,2.7
ATGM1,44.4,291.8,2015-04-13T23:30:00, 
ATGM1,44.4,291.8,2015-04-13T23:36:00,3
ATGM1,44.4,291.8,2015-04-13T23:42:00,3
ATGM1,44.4,291.8,2015-04-13T23:48:00,2.8
ATGM1,44.4,291.8,2015-04-13T23:54:00,2.5
ATGM1,44.4,291.8,2015-04-14T00:00:00,2.8
ATGM1,44.4,291.8,2015-04-14T00:12:00,2.5
ATGM1,44.4,291.8,2015-04-14T00:18:00,2.5
ATGM1,44.4,291.8,2015-04-14T00:24:00,2.4
ATGM1,44.4,291.8,2015-04-14T00:30:00,2.4
ATGM1,44.4,291.8,2015-04-14T00:36:00,2.4
ATGM1,44.4,291.8,2015-04-14T00:42:00,2.4
ATGM1,44.4,291.8,2015-04-14T00:48:00,2.5
ATGM1,44.4,291.8,2015-04-14T00:54:00,2.4
ATGM1,44.4,291.8,2015-04-14T01:00:00,2.6
ATGM1,44.4,291.8,2015-04-14T01:06:00,2.3
ATGM1,44.4,291.8,2015-04-14T01:12:00,2.4
ATGM1,44.4,291.8,2015-04-14T01:18:00,2.4
ATGM1,44.4,291.8,2015-04-14T01:24:00,2.3
ATGM1,44.4,291.8,2015-04-14T01:30:00,2.4
ATGM1,44.4,291.8,2015-04-14T01:36:00,2.4
ATGM1,44.4,291.8,2015-04-14T01:42:00,2.4
ATGM1,44.4,291.8,2015-04-14T01:54:00,2.4
ATGM1,44.4,291.8,2015-04-14T02:00:00,2.4
ATGM1,44.4,291.8,2015-04-14T02:12:00,2.3
ATGM1,44.4,291.8,2015-04-14T02:18:00,2.3
ATGM1,44.4,291.8,2015-04-14T02:24:00,2.3
ATGM1,44.4,291.8,2015-04-14T02:30:00,2.3
ATGM1,44.4,291.8,2015-04-14T02:36:00,2.4
ATGM1,44.4,291.8,2015-04-14T02:42:00,2.4
ATGM1,44.4,291.8,2015-04-14T02:48:00,2.4
ATGM1,44.4,291.8,2015-04-14T02:54:00,2.4
ATGM1,44.4,291.8,2015-04-14T03:06:00,2.3
ATGM1,44.4,291.8,2015-04-14T03:12:00,2.3
ATGM1,44.4,291.8,2015-04-14T03:18:00,2.3
ATGM1,44.4,291.8,2015-04-14T03:24:00,2.3
ATGM1,44.4,291.8,2015-04-14T03:30:00,2.3
ATGM1,44.4,291.8,2015-04-14T03:36:00,2.3
ATGM1,44.4,291.8,2015-04-14T03:42:00,2.2
ATGM1,44.4,291.8,2015-04-14T03:48:00, 
ATGM1,44.4,291.8,2015-04-14T03:54:00,2.2
ATGM1,44.4,291.8,2015-04-14T04:12:00,2.3
ATGM1,44.4,291.8,2015-04-14T04:18:00,2.2
ATGM1,44.4,291.8,2015-04-14T04:24:00,2.2
ATGM1,44.4,291.8,2015-04-14T04:30:00,2.2
ATGM1,44.4,291.8,2015-04-14T04:36:00,2.2
ATGM1,44.4,291.8,2015-04-14T04:54:00,2.1
ATGM1,44.4,291.8,2015-04-14T05:00:00,2.1
ATGM1,44.4,291.8,2015-04-14T05:06:00,2.1
ATGM1,44.4,291.8,2015-04-14T05:12:00,2.1
ATGM1,44.4,291.8,2015-04-14T05:24:00,2.1
ATGM1,44.4,291.8,2015-04-14T05:30:00,2.1
ATGM1,44.4,291.8,2015-04-14T05:36:00,2.1
ATGM1,44.4,291.8,2015-04-14T05:42:00,2.1
ATGM1,44.4,291.8,2015-04-14T05:48:00,2.1
ATGM1,44.4,291.8,2015-04-14T05:54:00,2.1
ATGM1,44.4,291.8,2015-04-14T06:06:00,2.1
ATGM1,44.4,291.8,2015-04-14T06:18:00, 
ATGM1,44.4,291.8,2015-04-14T06:24:00,2
ATGM1,44.4,291.8,2015-04-14T06:42:00,2
ATGM1,44.4,291.8,2015-04-14T06:48:00,2
ATGM1,44.4,291.8,2015-04-14T06:54:00,2
ATGM1,44.4,291.8,2015-04-14T07:00:00,2
ATGM1,44.4,291.8,2015-04-14T07:06:00,2
ATGM1,44.4,291.8,2015-04-14T07:12:00,2
ATGM1,44.4,291.8,2015-04-14T07:18:00,2
ATGM1,44.4,291.8,2015-04-14T07:24:00,2
ATGM1,44.4,291.8,2015-04-14T07:30:00,2
ATGM1,44.4,291.8,2015-04-14T07:36:00,2
ATGM1,44.4,291.8,2015-04-14T07:42:00,2
ATGM1,44.4,291.8,2015-04-14T07:48:00,1.9
ATGM1,44.4,291.8,2015-04-14T07:54:00,1.9
ATGM1,44.4,291.8,2015-04-14T08:00:00,1.9
ATGM1,44.4,291.8,2015-04-14T08:06:00,1.9
ATGM1,44.4,291.8,2015-04-14T08:12:00,2
ATGM1,44.4,291.8,2015-04-14T08:18:00,1.9
ATGM1,44.4,291.8,2015-04-14T08:24:00,1.9
ATGM1,44.4,291.8,2015-04-14T08:30:00,1.9
ATGM1,44.4,291.8,2015-04-14T08:36:00,1.9
ATGM1,44.4,291.8,2015-04-14T08:42:00,2
ATGM1,44.4,291.8,2015-04-14T08:48:00,2
ATGM1,44.4,291.8,2015-04-14T08:54:00,2
ATGM1,44.4,291.8,2015-04-14T09:00:00,2
ATGM1,44.4,291.8,2015-04-14T09:06:00,2
ATGM1,44.4,291.8,2015-04-14T09:12:00,2
ATGM1,44.4,291.8,2015-04-14T09:18:00,2
ATGM1,44.4,291.8,2015-04-14T09:24:00,2
ATGM1,44.4,291.8,2015-04-14T09:30:00,2
ATGM1,44.4,291.8,2015-04-14T09:36:00,2
ATGM1,44.4,291.8,2015-04-14T09:42:00,2
ATGM1,44.4,291.8,2015-04-14T09:48:00,2
ATGM1,44.4,291.8,2015-04-14T09:54:00,2
ATGM1,44.4,291.8,2015-04-14T10:00:00,2
ATGM1,44.4,291.8,2015-04-14T10:06:00,2
ATGM1,44.4,291.8,2015-04-14T10:12:00,2
ATGM1,44.4,291.8,2015-04-14T10:18:00,2
ATGM1,44.4,291.8,2015-04-14T10:24:00,2
ATGM1,44.4,291.8,2015-04-14T10:30:00,2
ATGM1,44.4,291.8,2015-04-14T10:36:00,2
ATGM1,44.4,291.8,2015-04-14T10:42:00,2
ATGM1,44.4,291.8,2015-04-14T10:48:00,2
ATGM1,44.4,291.8,2015-04-14T10:54:00,2
ATGM1,44.4,291.8,2015-04-14T11:00:00,2
ATGM1,44.4,291.8,2015-04-14T11:24:00,2
ATGM1,44.4,291.8,2015-04-14T11:30:00, 
ATGM1,44.4,291.8,2015-04-14T11:36:00,2
ATGM1,44.4,291.8,2015-04-14T11:42:00,2
ATGM1,44.4,291.8,2015-04-14T11:48:00, 
ATGM1,44.4,291.8,2015-04-14T11:54:00,2.2
ATGM1,44.4,291.8,2015-04-14T12:00:00,2.2
ATGM1,44.4,291.8,2015-04-14T12:06:00,2.3
ATGM1,44.4,291.8,2015-04-14T12:12:00,2.2
ATGM1,44.4,291.8,2015-04-14T12:18:00,2.1
ATGM1,44.4,291.8,2015-04-14T12:24:00,2.1
ATGM1,44.4,291.8,2015-04-14T12:30:00,2.2
ATGM1,44.4,291.8,2015-04-14T12:36:00,2.1
ATGM1,44.4,291.8,2015-04-14T12:42:00,2.2
ATGM1,44.4,291.8,2015-04-14T12:48:00,2.2
ATGM1,44.4,291.8,2015-04-14T12:54:00,2
ATGM1,44.4,291.8,2015-04-14T13:00:00,2
ATGM1,44.4,291.8,2015-04-14T13:06:00,2
ATGM1,44.4,291.8,2015-04-14T13:12:00,2
ATGM1,44.4,291.8,2015-04-14T13:18:00,2
ATGM1,44.4,291.8,2015-04-14T13:24:00,2
ATGM1,44.4,291.8,2015-04-14T13:30:00, 
ATGM1,44.4,291.8,2015-04-14T13:36:00,2
ATGM1,44.4,291.8,2015-04-14T13:42:00,2
ATGM1,44.4,291.8,2015-04-14T13:48:00,2
ATGM1,44.4,291.8,2015-04-14T13:54:00,2
ATGM1,44.4,291.8,2015-04-14T14:00:00,2
ATGM1,44.4,291.8,2015-04-14T14:06:00,2
ATGM1,44.4,291.8,2015-04-14T14:12:00,2
ATGM1,44.4,291.8,2015-04-14T14:18:00,2
ATGM1,44.4,291.8,2015-04-14T14:24:00,2.1
ATGM1,44.4,291.8,2015-04-14T14:30:00,2.1
ATGM1,44.4,291.8,2015-04-14T14:36:00,2.1
ATGM1,44.4,291.8,2015-04-14T14:42:00,2.1
ATGM1,44.4,291.8,2015-04-14T14:48:00, 
ATGM1,44.4,291.8,2015-04-14T14:54:00,2.1
ATGM1,44.4,291.8,2015-04-14T15:00:00,2.1
ATGM1,44.4,291.8,2015-04-14T15:06:00,2
ATGM1,44.4,291.8,2015-04-14T15:12:00,2.1
ATGM1,44.4,291.8,2015-04-14T15:18:00,2.1
ATGM1,44.4,291.8,2015-04-14T15:24:00,2.1
ATGM1,44.4,291.8,2015-04-14T15:30:00,2.1
ATGM1,44.4,291.8,2015-04-14T15:36:00,2.1
ATGM1,44.4,291.8,2015-04-14T15:42:00,2.1
ATGM1,44.4,291.8,2015-04-14T15:48:00,2.1
ATGM1,44.4,291.8,2015-04-14T15:54:00,2.2
ATGM1,44.4,291.8,2015-04-14T16:00:00,2.2
ATGM1,44.4,291.8,2015-04-14T16:06:00,2.2
ATGM1,44.4,291.8,2015-04-14T16:12:00,2.2
ATGM1,44.4,291.8,2015-04-14T16:18:00,2.4
ATGM1,44.4,291.8,2015-04-14T16:24:00,2.6
ATGM1,44.4,291.8,2015-04-14T16:30:00,2.8
ATGM1,44.4,291.8,2015-04-14T16:36:00,2.7
ATGM1,44.4,291.8,2015-04-14T16:42:00,2.8
ATGM1,44.4,291.8,2015-04-14T16:48:00,2.9
ATGM1,44.4,291.8,2015-04-14T16:54:00,2.6
ATGM1,44.4,291.8,2015-04-14T17:00:00,2.7
ATGM1,44.4,291.8,2015-04-14T17:06:00,2.7
ATGM1,44.4,291.8,2015-04-14T17:12:00,2.7
ATGM1,44.4,291.8,2015-04-14T17:18:00,2.6
ATGM1,44.4,291.8,2015-04-14T17:24:00,2.7
ATGM1,44.4,291.8,2015-04-14T17:30:00,2.8
ATGM1,44.4,291.8,2015-04-14T17:36:00,2.6
ATGM1,44.4,291.8,2015-04-14T17:42:00,2.7
ATGM1,44.4,291.8,2015-04-14T17:48:00,2.6
ATGM1,44.4,291.8,2015-04-14T17:54:00,2.7
ATGM1,44.4,291.8,2015-04-14T18:00:00,2.7
ATGM1,44.4,291.8,2015-04-14T18:06:00,2.8
ATGM1,44.4,291.8,2015-04-14T18:12:00,2.7
ATGM1,44.4,291.8,2015-04-14T18:18:00,3
ATGM1,44.4,291.8,2015-04-14T18:24:00,2.9
ATGM1,44.4,291.8,2015-04-14T18:30:00,2.8
ATGM1,44.4,291.8,2015-04-14T18:36:00,2.7
ATGM1,44.4,291.8,2015-04-14T18:42:00,2.8
ATGM1,44.4,291.8,2015-04-14T18:48:00,2.9
ATGM1,44.4,291.8,2015-04-14T18:54:00,2.9
ATGM1,44.4,291.8,2015-04-14T19:00:00,2.7
ATGM1,44.4,291.8,2015-04-14T19:06:00,2.7
ATGM1,44.4,291.8,2015-04-14T19:12:00,2.7
ATGM1,44.4,291.8,2015-04-14T19:18:00,2.7
ATGM1,44.4,291.8,2015-04-14T19:24:00,2.6
ATGM1,44.4,291.8,2015-04-14T19:30:00,2.7
ATGM1,44.4,291.8,2015-04-14T19:36:00,2.8
ATGM1,44.4,291.8,2015-04-14T19:42:00,2.8
ATGM1,44.4,291.8,2015-04-14T19:48:00,3
ATGM1,44.4,291.8,2015-04-14T19:54:00,2.9
ATGM1,44.4,291.8,2015-04-14T20:00:00,2.7
ATGM1,44.4,291.8,2015-04-14T20:06:00,2.8
ATGM1,44.4,291.8,2015-04-14T20:12:00,2.8
ATGM1,44.4,291.8,2015-04-14T20:18:00,2.7
ATGM1,44.4,291.8,2015-04-14T20:24:00,2.6
ATGM1,44.4,291.8,2015-04-14T20:30:00,2.7
ATGM1,44.4,291.8,2015-04-14T20:36:00,2.6
ATGM1,44.4,291.8,2015-04-14T20:42:00,2.6
ATGM1,44.4,291.8,2015-04-14T20:48:00,2.6
ATGM1,44.4,291.8,2015-04-14T20:54:00,2.6
ATGM1,44.4,291.8,2015-04-14T21:00:00,2.6
ATGM1,44.4,291.8,2015-04-14T21:06:00,2.6
ATGM1,44.4,291.8,2015-04-14T21:12:00,2.7
ATGM1,44.4,291.8,2015-04-14T21:18:00,2.7
ATGM1,44.4,291.8,2015-04-14T21:24:00,2.7
ATGM1,44.4,291.8,2015-04-14T21:30:00,2.8
ATGM1,44.4,291.8,2015-04-14T21:36:00,3.8
ATGM1,44.4,291.8,2015-04-14T21:48:00,2.9
ATGM1,44.4,291.8,2015-04-14T21:54:00,2.9
ATGM1,44.4,291.8,2015-04-14T22:00:00,2.8
ATGM1,44.4,291.8,2015-04-14T22:06:00,2.8
ATGM1,44.4,291.8,2015-04-14T22:12:00,2.7
ATGM1,44.4,291.8,2015-04-14T22:18:00,2.7
ATGM1,44.4,291.8,2015-04-14T22:24:00,2.7
ATGM1,44.4,291.8,2015-04-14T22:30:00,2.7
ATGM1,44.4,291.8,2015-04-14T22:36:00,2.8
ATGM1,44.4,291.8,2015-04-14T22:42:00,2.8
ATGM1,44.4,291.8,2015-04-14T22:48:00,2.9
ATGM1,44.4,291.8,2015-04-14T22:54:00,2.9
ATGM1,44.4,291.8,2015-04-14T23:00:00,2.9
ATGM1,44.4,291.8,2015-04-14T23:06:00,3
ATGM1,44.4,291.8,2015-04-14T23:12:00,3
ATGM1,44.4,291.8,2015-04-14T23:18:00,3
ATGM1,44.4,291.8,2015-04-14T23:24:00,3
ATGM1,44.4,291.8,2015-04-14T23:30:00,3
ATGM1,44.4,291.8,2015-04-14T23:36:00,3
ATGM1,44.4,291.8,2015-04-14T23:42:00,3
ATGM1,44.4,291.8,2015-04-14T23:48:00,3.3
ATGM1,44.4,291.8,2015-04-14T23:54:00,3.1
ATGM1,44.4,291.8,2015-04-15T00:00:00,3.2
ATGM1,44.4,291.8,2015-04-15T00:06:00,3
ATGM1,44.4,291.8,2015-04-15T00:12:00,2.9
ATGM1,44.4,291.8,2015-04-15T00:18:00,2.9
ATGM1,44.4,291.8,2015-04-15T00:24:00,2.8
ATGM1,44.4,291.8,2015-04-15T00:30:00, 
ATGM1,44.4,291.8,2015-04-15T00:36:00,2.8
ATGM1,44.4,291.8,2015-04-15T00:42:00,2.8
ATGM1,44.4,291.8,2015-04-15T00:48:00,2.8
ATGM1,44.4,291.8,2015-04-15T00:54:00,2.9
ATGM1,44.4,291.8,2015-04-15T01:00:00,2.9
ATGM1,44.4,291.8,2015-04-15T01:06:00,3.1
ATGM1,44.4,291.8,2015-04-15T01:18:00,3.2
ATGM1,44.4,291.8,2015-04-15T01:24:00,3.3
ATGM1,44.4,291.8,2015-04-15T01:30:00,3.3
ATGM1,44.4,291.8,2015-04-15T01:36:00,3.2
ATGM1,44.4,291.8,2015-04-15T01:42:00,3.1
ATGM1,44.4,291.8,2015-04-15T01:48:00,3.2
ATGM1,44.4,291.8,2015-04-15T01:54:00,3.1
ATGM1,44.4,291.8,2015-04-15T02:00:00,3.1
ATGM1,44.4,291.8,2015-04-15T02:06:00,3.1
ATGM1,44.4,291.8,2015-04-15T02:12:00,3.1
ATGM1,44.4,291.8,2015-04-15T02:18:00,3.1
ATGM1,44.4,291.8,2015-04-15T02:24:00,3.1
ATGM1,44.4,291.8,2015-04-15T02:30:00,3
ATGM1,44.4,291.8,2015-04-15T02:36:00,3
ATGM1,44.4,291.8,2015-04-15T02:42:00,3.1
ATGM1,44.4,291.8,2015-04-15T02:48:00,3.1
ATGM1,44.4,291.8,2015-04-15T02:54:00,3.1
ATGM1,44.4,291.8,2015-04-15T03:00:00,3.2
ATGM1,44.4,291.8,2015-04-15T03:06:00,3.2
ATGM1,44.4,291.8,2015-04-15T03:24:00,3.2
ATGM1,44.4,291.8,2015-04-15T03:30:00,3.2
ATGM1,44.4,291.8,2015-04-15T03:36:00,3.2
ATGM1,44.4,291.8,2015-04-15T03:42:00,3.2
ATGM1,44.4,291.8,2015-04-15T03:48:00,3.1
ATGM1,44.4,291.8,2015-04-15T03:54:00,3.2
ATGM1,44.4,291.8,2015-04-15T04:00:00,3.1
ATGM1,44.4,291.8,2015-04-15T04:06:00,3.1
ATGM1,44.4,291.8,2015-04-15T04:12:00,3.1
ATGM1,44.4,291.8,2015-04-15T04:18:00,3.1
ATGM1,44.4,291.8,2015-04-15T04:24:00,3.1
ATGM1,44.4,291.8,2015-04-15T04:30:00,3.1
ATGM1,44.4,291.8,2015-04-15T04:36:00,3.1
ATGM1,44.4,291.8,2015-04-15T04:42:00,3.1
ATGM1,44.4,291.8,2015-04-15T04:48:00,3.1
ATGM1,44.4,291.8,2015-04-15T04:54:00,3.1
ATGM1,44.4,291.8,2015-04-15T05:00:00,3.1
ATGM1,44.4,291.8,2015-04-15T05:06:00,3.1
ATGM1,44.4,291.8,2015-04-15T05:12:00,3.1
ATGM1,44.4,291.8,2015-04-15T05:18:00,3.1
ATGM1,44.4,291.8,2015-04-15T05:24:00,3.1
ATGM1,44.4,291.8,2015-04-15T05:30:00,3.1
ATGM1,44.4,291.8,2015-04-15T05:36:00,3.1
ATGM1,44.4,291.8,2015-04-15T05:42:00,3.1
ATGM1,44.4,291.8,2015-04-15T05:48:00,3.1
ATGM1,44.4,291.8,2015-04-15T05:54:00,3.1
ATGM1,44.4,291.8,2015-04-15T06:00:00,3.1
ATGM1,44.4,291.8,2015-04-15T06:12:00,3.1
ATGM1,44.4,291.8,2015-04-15T06:24:00,3.1
ATGM1,44.4,291.8,2015-04-15T06:42:00,3.1
ATGM1,44.4,291.8,2015-04-15T06:48:00,3.1
ATGM1,44.4,291.8,2015-04-15T06:54:00,3.1
ATGM1,44.4,291.8,2015-04-15T07:00:00,3.1
ATGM1,44.4,291.8,2015-04-15T07:06:00,3.1
ATGM1,44.4,291.8,2015-04-15T07:24:00,3.1
ATGM1,44.4,291.8,2015-04-15T07:30:00,3.1
ATGM1,44.4,291.8,2015-04-15T07:36:00,3.1
ATGM1,44.4,291.8,2015-04-15T07:42:00,3.1
ATGM1,44.4,291.8,2015-04-15T07:48:00,3
ATGM1,44.4,291.8,2015-04-15T07:54:00,3
ATGM1,44.4,291.8,2015-04-15T08:00:00,3
ATGM1,44.4,291.8,2015-04-15T08:06:00,3
ATGM1,44.4,291.8,2015-04-15T08:12:00,3
ATGM1,44.4,291.8,2015-04-15T08:18:00,3
ATGM1,44.4,291.8,2015-04-15T08:24:00,2.9
ATGM1,44.4,291.8,2015-04-15T08:30:00,2.9
ATGM1,44.4,291.8,2015-04-15T08:36:00,3
ATGM1,44.4,291.8,2015-04-15T08:42:00,2.9
ATGM1,44.4,291.8,2015-04-15T08:48:00,2.9
ATGM1,44.4,291.8,2015-04-15T08:54:00,2.9
ATGM1,44.4,291.8,2015-04-15T09:00:00,2.9
ATGM1,44.4,291.8,2015-04-15T09:06:00,2.9
ATGM1,44.4,291.8,2015-04-15T09:12:00,2.9
ATGM1,44.4,291.8,2015-04-15T09:18:00,2.8
ATGM1,44.4,291.8,2015-04-15T09:24:00,2.7
ATGM1,44.4,291.8,2015-04-15T09:30:00, 
ATGM1,44.4,291.8,2015-04-15T09:36:00, 
ATGM1,44.4,291.8,2015-04-15T09:42:00,2.8
ATGM1,44.4,291.8,2015-04-15T09:48:00,2.8
ATGM1,44.4,291.8,2015-04-15T09:54:00,2.8
ATGM1,44.4,291.8,2015-04-15T10:00:00,2.8
ATGM1,44.4,291.8,2015-04-15T10:06:00,2.7
ATGM1,44.4,291.8,2015-04-15T10:12:00,2.6
ATGM1,44.4,291.8,2015-04-15T10:18:00,2.6
ATGM1,44.4,291.8,2015-04-15T10:24:00,2.6
ATGM1,44.4,291.8,2015-04-15T10:30:00,2.6
ATGM1,44.4,291.8,2015-04-15T10:36:00,2.7
ATGM1,44.4,291.8,2015-04-15T10:42:00,2.8
ATGM1,44.4,291.8,2015-04-15T10:48:00,2.9
ATGM1,44.4,291.8,2015-04-15T10:54:00,2.9
ATGM1,44.4,291.8,2015-04-15T11:00:00,2.9
ATGM1,44.4,291.8,2015-04-15T11:06:00,2.9
ATGM1,44.4,291.8,2015-04-15T11:12:00,2.9
ATGM1,44.4,291.8,2015-04-15T11:18:00,2.8
ATGM1,44.4,291.8,2015-04-15T11:24:00,2.8
ATGM1,44.4,291.8,2015-04-15T11:30:00,2.8
ATGM1,44.4,291.8,2015-04-15T11:36:00,2.9
ATGM1,44.4,291.8,2015-04-15T11:42:00,2.8
ATGM1,44.4,291.8,2015-04-15T11:48:00,2.9
ATGM1,44.4,291.8,2015-04-15T11:54:00,2.9
ATGM1,44.4,291.8,2015-04-15T12:00:00,2.9
ATGM1,44.4,291.8,2015-04-15T12:24:00,3
ATGM1,44.4,291.8,2015-04-15T12:30:00,3
ATGM1,44.4,291.8,2015-04-15T12:36:00,3
ATGM1,44.4,291.8,2015-04-15T12:42:00,3
ATGM1,44.4,291.8,2015-04-15T12:48:00,3
ATGM1,44.4,291.8,2015-04-15T12:54:00,3.1
ATGM1,44.4,291.8,2015-04-15T13:00:00,3.1
ATGM1,44.4,291.8,2015-04-15T13:06:00,3.1
ATGM1,44.4,291.8,2015-04-15T13:12:00,3
ATGM1,44.4,291.8,2015-04-15T13:18:00,3
ATGM1,44.4,291.8,2015-04-15T13:24:00,3
ATGM1,44.4,291.8,2015-04-15T13:30:00,2.9
ATGM1,44.4,291.8,2015-04-15T13:36:00,2.9
ATGM1,44.4,291.8,2015-04-15T13:42:00,3
ATGM1,44.4,291.8,2015-04-15T13:48:00,2.9
ATGM1,44.4,291.8,2015-04-15T13:54:00,2.9
ATGM1,44.4,291.8,2015-04-15T14:00:00,2.9
ATGM1,44.4,291.8,2015-04-15T14:06:00,2.9
ATGM1,44.4,291.8,2015-04-15T14:12:00,3
ATGM1,44.4,291.8,2015-04-15T14:18:00,3
ATGM1,44.4,291.8,2015-04-15T14:24:00,2.9
ATGM1,44.4,291.8,2015-04-15T14:30:00, 
ATGM1,44.4,291.8,2015-04-15T14:36:00,2.9
ATGM1,44.4,291.8,2015-04-15T14:42:00,3
ATGM1,44.4,291.8,2015-04-15T14:48:00,3.1
ATGM1,44.4,291.8,2015-04-15T14:54:00,3
ATGM1,44.4,291.8,2015-04-15T15:00:00,3.1
ATGM1,44.4,291.8,2015-04-15T15:06:00,3.2
ATGM1,44.4,291.8,2015-04-15T15:12:00,3.2
ATGM1,44.4,291.8,2015-04-15T15:18:00,3.2
